hint_1|May the Force be with you.
hint_2|Hokey religions and ancient weapons are no match for a good blaster at your side, kid.
hint_3|Do or do not... there is no try.
hint_4|I find your lack of faith disturbing.
hint_5|Help me, Obi-Wan Kenobi
hint_6|Someone has to save our skins. Into the garbage chute, fly boy.
hint_7|The Force is strong with this one.
hint_8|Fast ship? You've never heard of the Millennium Falcon?
hint_9|Wonderful girl. Either I'm going to kill her or I'm beginning to like her.
hint_10|Aren't you a little short for a stormtrooper?
hint_11|Will someone get this big walking carpet out of my way?
hint_12|YAHOOOOO! You're all clear, kid, now let's blow this thing and go home!
hint_13|I think it is time we demonstrated the full power of this station. Set your course for Alderaan.
hint_14|A long time ago in a galaxy far, far away...
hint_15|Good against remotes is one thing. Good against the living, that's something else.
hint_16|He's the brains, sweetheart!
hint_17|Why you stuck-up, half-witted, scruffy-looking nerf herder!
hint_18|Who's scruffy-looking?
