hint_1|Må kraften vara med dig.
hint_2|Falska religioner och antika vapen är ingen match för en bra blaster vid din sida, grabben.
hint_3|Gör det eller gör det inte... det finns inget försöka.
hint_4|Jag finner din brist på tro störande.
hint_5|Hjälp mig, Obi-Wan Kenobi, du är mitt enda hopp.
hint_6|Någon måste rädda vårt skinn. In i sopnedkastet, flyboy.
hint_7|Kraften är stark med denna.
hint_8|Snabbt skepp? Har du aldrig hört talas om Millennium Falcon?
hint_9|Underbar tjej. Antingen kommer jag att döda henne eller så börjar jag gilla henne.
hint_10|Är inte du lite kort för att vara en Stormtrooper?
hint_11|Kommer någon att få denna stora gångmatta ur vägen?
hint_12|YAHOOOOO! Du är helt fri, grabben, nu spränger vi den har saken och åker hem!
hint_13|Jag tycker det är dags att vi visade den fulla kraften i denna station. Sätt kursen mot Alderaan.
hint_14|För länge sedan i en galax långt, långt borta ...
hint_15|Bra mot robotar är en sak. Bra mot de levande, det är något annat.
hint_16|Han är hjärnan, hjärtat!
hint_17|Du din uppstoppade, sinnessvaga, sjaskiga Nerf Herder!
hint_18|Vem ser sjaskig ut?
