hint_1|Que la fuerza te acompañe.
hint_2|Las religiones y las armas antiguas no tienen nada que hacer contra un bláster a tu lado, chico.
hint_3|Hazlo... o no lo hagas, pero no lo intentes.
hint_4|Su falta de fe me resulta molesta.
hint_5|Ayúdame, Obi-Wan Kenobi; eres mi única esperanza.
hint_6|Alguien tiene que salvarnos el pellejo. Por el vertedero de desperdicios. ¡Métete! Métete, zoquete peludo.
hint_7|La Fuerza es extraordinariamente fuerte en él.
hint_8|¿Una nave rápida? ¿No has oído hablar del Halcón Milenario?
hint_9|Una chica maravillosa. O la mato o acabará cayéndome bien.
hint_10|¿No eres un poco bajo para ser un soldado de asalto?
hint_11|¿Quiere alguien sacar de aquí a este enorme felpudo con patas?
hint_12|¡YAJUUU! ¡Todo despejado, chico. Ahora vuela esta estación y vámonos a casa!
hint_13|Creo que es hora de demostrar el poder de esta estación. Poned rumbo a Alderaan.
hint_14|Hace mucho tiempo, en una galaxia muy, muy lejana...
hint_15|Bueno contra una bola de entrenamiento es una cosa. Que valga contra los seres vivos es algo muy diferente.
hint_16|¡Él es el cerebro, preciosa!
hint_17|¿Qué? ¡Presumido, estúpido... anormal, piojoso!
hint_18|¿Quién es un piojoso?
