hint_1|Que la fuerza te acompañe.
# hint_2|Hokey religions and ancient weapons are no match for a good blaster at your side, kid.
hint_3|Hazlo o no lo hagas, pero no lo intentes.
hint_4|Encuentro molesta su falta de fe.
hint_5|Ayúdame, Obi-Wan Kenobi
# hint_6|Someone has to save our skins. Into the garbage chute, fly boy.
hint_7|La Fuerza es extraordinariamente fuerte en él.
hint_8|¿Una nave rápida? ¿No has oído hablar del Halcón Milenario?
hint_9|Una chica maravillosa. O la mato o acabará cayéndome bien.
hint_10|¿No eres un poco bajo para ser un soldado de asalto?
hint_11|¿Quiere alguien sacar de aquí a este enorme felpudo con patas?
hint_12|¡YAJUUU! ¡Todo despejado, niño, ahora volemos esa cosa y volvamos a casa!
hint_13|Creo que es hora de demostrar el poder de esta estación. Poned rumbo a Alderaan.
hint_14|Hace mucho tiempo, en una galaxia muy, muy lejana...
# hint_15|Good against remotes is one thing. Good against the living, that's something else.
hint_16|¡Él es el cerebro, cariño!
# hint_17|Why you stuck-up, half-witted, scruffy-looking nerf herder!
# hint_18|Who's scruffy-looking?
